                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2854,                 7.3503,                 1.2964,                0.00596,                0.05096,                0.00772,                0.00693,                  1.012,                 9.2041,                0.74493,             4.2756e-05,             4.2756e-05,             4.2756e-05
